start_min,range_min,window_min,sl_mode,sl_mult,tp_r,trend_filter,buffer_mult,direction,min_range_atr,max_range_atr,min_range_pct,max_range_pct,max_bars,symbol,train_trades,train_ret,train_dd,train_pf,train_wr,val_trades,val_ret,val_dd,val_pf,val_wr,all_trades,all_ret,all_dd,all_pf,all_wr,score
810,15,120,range,1.0,2.0,with,0.05,both,0.35,3.5,0,0.025,48,XAUUSD,219,17.433241542072597,12.803882865094462,1.1528614930087748,42.465753424657535,111,36.00316778807522,8.702712767187409,1.5643632248118453,46.846846846846844,330,59.71292853344066,12.803882865094462,1.2869413781769639,43.93939393939394,194.6973719052873
420,30,120,range,1.25,1.0,none,0.05,both,0.35,3.5,0,0.025,48,XAUUSD,419,28.751111077636505,9.978186584586009,1.1553352609637708,53.22195704057279,222,33.50710120070839,6.707355674089788,1.3394977038892297,56.30630630630631,641,71.89187616345667,9.978186584586009,1.2171368929048905,54.29017160686428,193.02923849130048
420,30,240,range,1.25,1.0,none,0.05,both,0.35,3.5,0,0.025,48,XAUUSD,426,31.763597439772905,9.978186584585963,1.1668569902741681,53.52112676056338,225,32.15881298568235,7.640282117348971,1.3208620785816747,56.00000000000001,651,74.13720632363687,9.978186584585963,1.2189183828681607,54.377880184331794,192.52318396347374
420,30,240,range,1.0,1.0,none,0.0,both,0.35,3.5,0,0.025,48,XAUUSD,427,26.457644654794677,14.0371588538797,1.1325120075470059,52.69320843091335,225,35.82936660867959,7.76243480888604,1.3473632123648118,56.44444444444444,652,71.76661776286268,14.0371588538797,1.201588370458871,53.987730061349694,192.45548681270014
810,15,120,range,1.0,2.0,with,0.0,both,0.35,3.5,0,0.025,48,XAUUSD,223,16.52784378928851,13.964452580921574,1.141793475680332,41.70403587443946,114,36.56394189459742,8.702712767187371,1.5460870686982016,45.614035087719294,337,59.13501688343128,13.964452580921574,1.274662088648021,43.02670623145401,191.95827649153247
420,30,120,range,1.0,1.0,none,0.0,both,0.35,3.5,0,0.025,48,XAUUSD,422,22.75081911399006,14.037158853879694,1.1175352760571478,52.3696682464455,222,37.215101923000326,7.76243480888604,1.3663624321455103,56.75675675675676,644,68.43266155857917,14.037158853879694,1.1966171538154606,53.881987577639755,191.47392318592904
810,15,240,range,1.0,1.5,with,0.0,short,0.35,3.5,0,0.025,48,XAUUSD,94,8.634639702916335,8.237658445604461,1.1913623460302514,46.808510638297875,43,23.089704571891545,2.9701000000000097,2.361955380046196,62.7906976744186,137,33.71805707305844,8.237658445604461,1.4838786831056232,51.82481751824818,191.3364529533404
810,15,240,range,0.75,2.0,none,0.0,short,0.35,3.5,0,0.025,48,XAUUSD,344,67.12593721660642,11.686238248109362,1.2853506910085133,42.151162790697676,178,19.30465394854497,14.585374818743107,1.1810003547237968,38.764044943820224,522,99.38902105453487,14.585374818743139,1.2478909729487042,40.99616858237548,190.70868234845923
810,15,120,range,1.0,2.0,with,0.0,short,0.35,3.5,0,0.025,48,XAUUSD,91,9.00190464955175,10.196449602145437,1.1929377439948223,41.75824175824176,41,23.971561916045815,2.970100000000005,2.3322573871923615,56.09756097560976,132,35.13136371228826,10.196449602145437,1.4809089712423555,46.21212121212121,190.58270639891282
810,15,120,range,0.75,1.5,none,0.0,long,0.35,3.5,0,0.025,48,XAUUSD,332,22.831346393428387,25.171669516076804,1.1274850353833648,43.674698795180724,174,39.53706892843161,11.140947154652261,1.3937851093629812,49.42528735632184,506,71.3952604827189,25.171669516076804,1.2149667897219145,45.65217391304348,190.1383494412902
810,15,120,range,1.0,1.5,none,0.05,long,0.35,3.5,0,0.025,48,XAUUSD,323,19.87596833295191,15.341759278917358,1.1242571413212137,46.13003095975232,170,37.781904974931834,8.6482752516359,1.402003760513799,50.588235294117645,493,65.16739277628703,15.341759278917358,1.2180017094623747,47.66734279918864,189.75860565425432
810,15,240,range,1.0,2.0,with,0.05,both,0.35,3.5,0,0.025,48,XAUUSD,226,18.221096176938367,12.073396424094634,1.1546420013924743,42.47787610619469,117,34.619302537114024,9.61568563951549,1.513866870160062,46.15384615384615,343,59.14841512512516,12.073396424094634,1.2744036439336328,43.731778425655975,188.55358965121474
810,15,120,range,0.75,1.5,with,0.0,short,0.35,3.5,0,0.025,48,XAUUSD,91,12.679669187116138,6.576612739599136,1.2724498767413985,47.25274725274725,41,21.305123985059705,2.970100000000002,2.2284307628523994,60.97560975609756,132,36.686212413386386,6.576612739599136,1.5182416549991928,51.515151515151516,187.96069733070053
810,15,240,range,1.0,2.0,with,0.0,both,0.35,3.5,0,0.025,48,XAUUSD,230,17.427125863020688,12.73055116434386,1.1446753012614859,41.73913043478261,120,35.30957338701883,9.615685639515508,1.5008391729045927,45.0,350,58.89014304589093,12.73055116434386,1.2642512346609542,42.857142857142854,187.46523361931338
