scenario,final_500,profit,return_total_pct,monthly_compound_pct,max_dd_pct,trades,wr_pct,pf,positive_months,months
Gold3,2433.230709771599,1933.2307097715989,386.6461419543198,4.493495629212307,22.997022210703822,265,51.698113207547166,1.4559789042852023,26,36
NAS2,754.1138199153501,254.11381991535006,50.82276398307002,1.1480265222424846,14.238538274947782,138,57.971014492753625,1.5120901674886331,24,36
NAS3,910.4901037372335,410.49010373723354,82.0980207474467,1.6788675721171487,20.862843285496016,138,57.971014492753625,1.5120901674886331,24,36
DAX3,824.463782530146,324.463782530146,64.89275650602919,1.398931164973627,6.095120037736779,78,61.53846153846154,1.8968810938458667,19,32
Gold3_NAS2,3669.8658105623995,3169.8658105623995,633.9731621124799,5.693108673053948,29.392526968725818,403,53.84615384615385,1.4698710600316924,25,36
Gold3_NAS2_DAX3,6051.342895108662,5551.342895108662,1110.2685790217324,7.171682509510724,30.26095592366267,481,55.09355509355509,1.5141443839348414,26,36
Gold3_NAS3_DAX3,7306.175374077531,6806.175374077531,1361.2350748155063,7.734136671161362,34.12865177391009,481,55.09355509355509,1.5141443839348414,26,36
All5,32797.55828348459,32297.55828348459,6459.511656696918,12.322989299871011,52.74789893672476,481,55.09355509355509,1.5141443839348414,26,36
